"","TRAP","EKATTE","Name_en","distToTown","azimuth"
"400",8773,"57409","Polyana",3451.23565300631,256.37999341041
"401",8644,"43615","Leyarovo",1647.14914725023,72.5724325054122
"402",8774,"57409","Polyana",3075.21092313498,249.40676778607
"403",8645,"05520","Borisovo",784.345012734197,265.784210819554
"404",8775,"57409","Polyana",2016.649641383,256.073700305553
"405",8646,"05520","Borisovo",1104.08006031403,278.506547951541
"406",8776,"57409","Polyana",1101.34738481763,270.168646630616
"407",8647,"44666","Lyulin",652.669593528857,54.2256723275258
"408",9871,"44666","Lyulin",1319.86443741173,82.8297197879224
"409",9872,"44666","Lyulin",1404.70004323318,78.2995351691849
"410",8777,"44666","Lyulin",1344.25519075125,4.61717990076318
"411",8778,"44666","Lyulin",1393.81789356277,4.20887928775825
"412",9873,"44666","Lyulin",2348.74376793739,97.6441384768724
"413",8648,"32771","Irechekovo",5808.46849608646,326.915774633977
"414",8779,"44666","Lyulin",1372.57610453601,1.54432461051153
"415",8780,"44666","Lyulin",1414.54803089661,351.681082729486
"416",9874,"44666","Lyulin",2370.25248874404,87.4618390444348
"417",8781,"44666","Lyulin",2431.64080583127,16.7588974495492
"418",8782,"44666","Lyulin",2529.09422500102,16.8845685527818
"419",9875,"44666","Lyulin",2652.14895860692,83.3955473431983
"420",9876,"44666","Lyulin",2675.582009146,82.8041757404141
"421",8783,"44666","Lyulin",3546.83431081626,41.2216929065271
"422",9877,"44666","Lyulin",3159.3536358856,76.6194314113273
"423",8784,"44666","Lyulin",2126.32161549212,334.275883215575
"424",9878,"44666","Lyulin",1966.75197959638,63.3552908560018
"425",8785,"51384","Nedyalsko",3331.72359103514,173.186940579056
"426",8786,"51384","Nedyalsko",2701.25136475445,161.589980367812
"427",9879,"51384","Nedyalsko",4584.25523674443,66.2237649211406
"428",8787,"51384","Nedyalsko",2261.11868521134,182.139931101436
"429",9880,"51384","Nedyalsko",4789.00196048186,69.6249604633757
"430",8788,"51384","Nedyalsko",2098.1439928773,183.84410947966
"431",8789,"51384","Nedyalsko",2075.64229548387,199.905173637933
"432",9881,"44666","Lyulin",1603.47575609783,104.915134460073
"433",8790,"51384","Nedyalsko",2090.50184793005,201.430022371795
"434",8791,"51384","Nedyalsko",2261.98605487139,223.439004060557
"435",8792,"04786","Bogorovo",1428.57622520164,166.960538849425
"436",8793,"51384","Nedyalsko",1318.33333154616,249.719174796844
